date,best_family,lambda_L,lambda_U,lambda_L_t,lambda_L_cl,AIC_best,AIC_gauss,regime
2002-10-31,Student-t,0.07665119733171266,0.07665119733171266,0.07665119733171266,6.496292184789622e-300,-2.8267868479316105,-0.8474513136363777,Tail-dependent
2002-11-30,Student-t,0.06557510084110975,0.06557510084110975,0.06557510084110975,6.496292184789622e-300,-3.0387311623999054,-1.1622212228917523,Tail-dependent
2002-12-31,Student-t,0.053129013594362805,0.053129013594362805,0.053129013594362805,6.496292184789622e-300,-3.4196937531652285,-1.7364410043625536,Tail-dependent
2003-01-31,Student-t,0.037619745727476575,0.037619745727476575,0.037619745727476575,6.496292184789622e-300,-3.3595310085152272,-2.015706113978446,Tail-dependent
2003-02-28,Student-t,0.034524943330714195,0.034524943330714195,0.034524943330714195,6.496292184789622e-300,-4.704690734876667,-3.0888033293717925,Tail-dependent
2003-03-31,Student-t,0.030498475734626003,0.030498475734626003,0.030498475734626003,6.496292184789622e-300,-5.007458672348175,-3.336133701734557,Tail-dependent
2003-04-30,Student-t,0.014939268517774471,0.014939268517774471,0.014939268517774471,6.496292184789622e-300,-3.7717502120854274,-3.0816469581856953,Tail-dependent
2003-05-31,Student-t,0.02537237321134596,0.02537237321134596,0.02537237321134596,6.496292184789622e-300,-1.80401191939748,-1.194291770324055,Tail-dependent
2003-06-30,Student-t,0.020730600295196085,0.020730600295196085,0.020730600295196085,6.496292184789622e-300,-2.077712175796714,-1.4277671814399833,Tail-dependent
2003-07-31,Student-t,0.015138363472996538,0.015138363472996538,0.015138363472996538,6.496292184789622e-300,-1.7890989196747507,-1.3600211640650697,Tail-dependent
2003-08-31,Student-t,0.020392018665370673,0.020392018665370673,0.020392018665370673,6.496292184789622e-300,-2.0267514611914885,-1.3219000420120528,Tail-dependent
2003-09-30,Student-t,0.019959239804420433,0.019959239804420433,0.019959239804420433,6.496292184789622e-300,-2.0795943828383017,-1.3770278377358727,Tail-dependent
2003-10-31,Student-t,0.06112029920106435,0.06112029920106435,0.06112029920106435,6.496292184789622e-300,-1.9004333664603221,0.2847608982044143,Tail-dependent
2003-11-30,Student-t,0.06190481592966088,0.06190481592966088,0.06190481592966088,6.496292184789622e-300,-2.7325558992769228,-0.036690746189772305,Tail-dependent
2003-12-31,Student-t,0.08820216930809315,0.08820216930809315,0.08820216930809315,6.496292184789622e-300,-1.7830762384051804,1.168294390749417,Tail-dependent
2004-01-31,Student-t,0.0905130194932727,0.0905130194932727,0.0905130194932727,6.496292184789622e-300,-1.6755177395653629,1.181156049459032,Tail-dependent
2004-02-29,Student-t,0.09161244168005069,0.09161244168005069,0.09161244168005069,6.496292184789622e-300,-1.8120904590029063,1.0991518833970626,Tail-dependent
2004-03-31,Student-t,0.1047128563920676,0.1047128563920676,0.1047128563920676,6.496292184789622e-300,-1.744159908946985,1.2765801824786949,Tail-dependent
2004-04-30,Student-t,0.12374272336985201,0.12374272336985201,0.12374272336985201,6.496292184789622e-300,-1.3677136739142846,1.5659014012955654,Tail-dependent
2004-05-31,Student-t,0.13170260445104967,0.13170260445104967,0.13170260445104967,6.496292184789622e-300,-1.7272698995278333,1.5661300443490038,Tail-dependent
2004-06-30,Student-t,0.1396985568622637,0.1396985568622637,0.1396985568622637,6.496292184789622e-300,-1.5203224319176307,1.6956827622265291,Tail-dependent
2004-07-31,Student-t,0.15393709897084762,0.15393709897084762,0.15393709897084762,6.496292184789622e-300,-1.6018661622361572,1.806525643873736,Tail-dependent
2004-08-31,Student-t,0.1533914237368993,0.1533914237368993,0.1533914237368993,6.496292184789622e-300,-1.4471972677140332,1.8281785688141536,Tail-dependent
2004-09-30,Student-t,0.15601836156126123,0.15601836156126123,0.15601836156126123,6.496292184789622e-300,-0.6396105789369022,1.96736329709205,Tail-dependent
2004-10-31,Student-t,0.16094431713167315,0.16094431713167315,0.16094431713167315,6.496292184789622e-300,-1.6719229100745503,1.8846004261750222,Tail-dependent
2004-11-30,Student-t,0.13980274247855562,0.13980274247855562,0.13980274247855562,6.496292184789622e-300,-1.3661273357907993,2.0872971249470313,Tail-dependent
